"","end_date","pollster","sample","yes","yes_adj"
"1",2025-12-03,"Ipsos",1061,0.522222222222222,0.495335175710627
"2",2025-11-05,"YouGov",1017,0.482352941176471,0.501268874514927
"3",2025-10-20,"YouGov",1242,0.48314606741573,0.502062000754186
"4",2025-10-08,"Find Out Now",1165,0.553191489361702,0.519779734864781
"5",2025-09-25,"Norstat",1010,0.531914893617021,0.519246132058959
"6",2025-09-21,"Find Out Now",1282,0.516129032258065,0.482717277761144
"7",2025-06-19,"YouGov",1178,0.477777777777778,0.496693711116234
"8",2025-06-18,"Ipsos",1066,0.51685393258427,0.489966886072675
"9",2025-05-30,"Norstat",1007,0.537634408602151,0.524965647044089
"10",2025-05-05,"Survation",1020,0.48314606741573,0.493352629603531
"11",2025-04-22,"Survation",1005,0.488888888888889,0.49909545107669
"12",2025-04-11,"Find Out Now",1112,0.559139784946237,0.525728030449316
"13",2025-03-21,"YouGov",1043,0.450549450549451,0.469465383887907
"14",2025-03-11,"YouGov",1012,0.438202247191011,0.457118180529467
"15",2025-01-20,"Find Out Now",1334,0.520833333333333,0.487421578836412
"16",2025-01-14,"Norstat",1013,0.505263157894737,0.492594396336675
"17",2024-12-24,"Find Out Now",1774,0.526315789473684,0.492904034976763
"18",2024-12-06,"Norstat",1013,0.542553191489362,0.5298844299313
"19",2024-11-15,"Survation",3016,0.483516483516484,0.493723045704285
"20",2024-11-01,"Norstat",1013,0.5,0.487331238441938
"21",2024-10-23,"Find Out Now",1058,0.516129032258065,0.482717277761144
"22",2024-09-13,"Survation",2059,0.461538461538462,0.471745023726263
"23",2024-09-13,"More in Common",949,0.478260869565217,0.48113993580729
"24",2024-09-11,"Opinium",1028,0.489130434782609,0.485617183426398
"25",2024-09-03,"YouGov",1063,0.43956043956044,0.458476372898896
"26",2024-08-22,"Norstat",1011,0.483870967741935,0.471202206183873
"27",2024-06-27,"Others",1200,0.48936170212766,0.494873980255256
"28",2024-06-26,"Norstat",1258,0.5,0.487331238441938
"29",2024-06-26,"Survation",1022,0.461538461538462,0.471745023726263
"30",2024-06-25,"YouGov",1059,0.433333333333333,0.452249266671789
"31",2024-06-14,"Norstat",1050,0.48936170212766,0.476692940569598
"32",2024-06-09,"Ipsos",1150,0.510416666666667,0.483529620155072
"33",2024-06-07,"YouGov",1068,0.466666666666667,0.485582600005123
"34",2024-06-02,"Others",1000,0.484210526315789,0.489722804443385
"35",2024-05-28,"Savanta",1067,0.478260869565217,0.486220387955787
"36",2024-05-27,"Survation",1026,0.455555555555556,0.465762117743357
"37",2024-05-17,"YouGov",1114,0.455555555555556,0.474471488894012
"38",2024-05-09,"Others",1078,0.478260869565217,0.483773147692813
"39",2024-05-08,"Savanta",1080,0.478260869565217,0.486220387955787
"40",2024-05-03,"Norstat",1014,0.478723404255319,0.466054642697257
"41",2024-04-29,"YouGov",1043,0.466666666666667,0.485582600005123
"42",2024-04-12,"Norstat",1086,0.463157894736842,0.45048913317878
"43",2024-04-07,"Others",1000,0.511627906976744,0.51714018510434
"44",2024-05-02,"YouGov",1100,0.461538461538462,0.480454394876918
"45",2024-03-11,"Others",1000,0.48314606741573,0.488658345543326
"46",2024-02-04,"Others",1000,0.477777777777778,0.483290055905374
"47",2024-01-31,"Ipsos",1005,0.515463917525773,0.488576871014178
"48",2024-01-25,"Survation",1029,0.477777777777778,0.487984339965579
"49",2024-01-25,"Norstat",1007,0.494736842105263,0.482068080547201
"50",2024-01-24,"Find Out Now",842,0.521276595744681,0.48786484124776
"51",2024-01-11,"Others",1040,0.494623655913978,0.500135934041574
"52",2023-11-27,"Others",1054,0.48936170212766,0.494873980255256
"53",2023-11-26,"Ipsos",1000,0.542553191489362,0.515666144977767
"54",2023-10-30,"Others",1092,0.473684210526316,0.479196488653912
"55",2023-10-25,"YouGov",1244,0.452380952380952,0.471296885719408
"56",2023-10-18,"Others",1037,0.454545454545455,0.460057732673051
"57",2023-10-11,"Savanta",1002,0.489130434782609,0.497089953173179
"58",2023-10-05,"Panelbase",1022,0.478723404255319,0.484558035539254
"59",2023-10-05,"Others",1095,0.48936170212766,0.494873980255256
"60",2023-09-12,"YouGov",1103,0.466666666666667,0.485582600005123
"61",2023-09-14,"Opinium",1004,0.523255813953488,0.519742562597277
"62",2023-09-11,"Find Out Now",1402,0.515789473684211,0.48237771918729
"63",2023-09-04,"Others",1100,0.473118279569892,0.478630557697488
"64",2023-08-18,"Survation",1002,0.477777777777778,0.487984339965579
"65",2023-08-08,"YouGov",1086,0.489130434782609,0.508046368121065
"66",2023-08-06,"Others",1050,0.483870967741935,0.489383245869531
"67",2023-07-02,"Others",1030,0.478723404255319,0.484235682382915
"68",2023-06-29,"Others",1100,0.444444444444444,0.44995672257204
"69",2023-06-28,"Survation",1915,0.471910112359551,0.482116674547352
"70",2023-06-20,"Find Out Now",1035,0.516129032258065,0.482717277761144
"71",2023-06-15,"Panelbase",1007,0.468085106382979,0.473919737666914
"72",2023-06-14,"Savanta",1018,0.494623655913978,0.502583174304548
"73",2023-06-13,"YouGov",1244,0.439024390243902,0.457940323582358
"74",2023-06-12,"Find Out Now",558,0.524390243902439,0.490978489405518
"75",2023-06-05,"Others",1466,0.462365591397849,0.467877869525445
"76",2023-05-21,"Ipsos",1100,0.53125,0.504362953488405
"77",2023-05-03,"Survation",1009,0.483516483516484,0.493723045704285
"78",2023-05-02,"Others",1244,0.446808510638298,0.452320788765894
"79",2023-04-20,"YouGov",1032,0.466666666666667,0.485582600005123
"80",2023-04-03,"Survation",1007,0.471910112359551,0.482116674547352
"81",2023-04-01,"Others",1000,0.468085106382979,0.473597384510575
"82",2023-03-31,"Savanta",1009,0.489130434782609,0.497089953173179
"83",2023-03-30,"Panelbase",1089,0.484210526315789,0.490045157599724
"84",2023-03-13,"YouGov",1002,0.455555555555556,0.474471488894012
"85",2023-03-10,"Survation",1037,0.454545454545455,0.464752016733256
"86",2023-03-10,"Panelbase",1013,0.478723404255319,0.484558035539254
"87",2023-03-09,"Find Out Now",1266,0.520833333333333,0.487421578836412
"88",2023-03-05,"Others",1050,0.451612903225806,0.457125181353402
"89",2023-02-23,"Others",502,0.453488372093023,0.459000650220619
"90",2023-02-20,"YouGov",1017,0.461538461538462,0.480454394876918
"91",2023-02-17,"Savanta",1004,0.488888888888889,0.496848407279459
"92",2023-02-15,"YouGov",1239,0.454545454545455,0.47346138788391
"93",2023-02-07,"Survation",1070,0.49438202247191,0.504588584659711
"94",2023-02-13,"Panelbase",2006,0.478260869565217,0.484095500849152
"95",2023-02-03,"Others",2105,0.435294117647059,0.440806395774655
"96",2023-01-26,"YouGov",1088,0.466666666666667,0.485582600005123
"97",2023-01-18,"Find Out Now",1094,0.541666666666667,0.508254912169746
"98",2023-01-12,"Survation",1002,0.465909090909091,0.476115653096892
"99",2022-12-21,"Savanta",1048,0.488888888888889,0.496848407279459
"100",2022-12-16,"Panelbase",1004,0.521276595744681,0.527111227028616
"101",2022-12-09,"YouGov",1090,0.528089887640449,0.547005820978904
"102",2022-12-08,"Find Out Now",1094,0.542553191489362,0.509141436992441
"103",2022-12-05,"Ipsos",1065,0.557894736842105,0.53100769033051
"104",2022-11-27,"Others",1000,0.521276595744681,0.526788873872277
"105",2022-11-25,"YouGov",1210,0.505882352941176,0.524798286279632
"106",2022-10-19,"Ipsos",2086,0.537634408602151,0.510747362090556
"107",2022-10-10,"Panelbase",1018,0.484210526315789,0.490045157599724
"108",2022-10-07,"Panelbase",1017,0.5,0.505834631283935
"109",2022-10-04,"YouGov",1067,0.488636363636364,0.50755229697482
"110",2022-10-04,"Savanta",1029,0.494505494505495,0.502465012896065
"111",2022-09-16,"Deltapoll",659,0.471910112359551,0.47350659917569
"112",2022-08-19,"Panelbase",1133,0.48936170212766,0.495196333411595
"113",2022-07-01,"Panelbase",1010,0.505263157894737,0.511097789178672
"114",2022-06-30,"Others",501,0.464285714285714,0.46979799241331
"115",2022-06-28,"Savanta",1029,0.488888888888889,0.496848407279459
"116",2022-05-29,"Ipsos",1000,0.494505494505495,0.4676184479939
"117",2022-05-23,"YouGov",1115,0.452380952380952,0.471296885719408
"118",2022-05-03,"Savanta",1010,0.489130434782609,0.497089953173179
"119",2022-04-29,"Panelbase",1009,0.489583333333333,0.495417964617268
"120",2022-03-31,"Others",1012,0.467391304347826,0.472903582475422
"121",2022-03-31,"YouGov",519,0.469879518072289,0.488795451410745
"122",2022-03-28,"Survation",1002,0.471910112359551,0.482116674547352
"123",2022-03-16,"Savanta",1008,0.473118279569892,0.481077797960462
"124",2022-02-28,"Savanta",1651,0.494505494505495,0.502465012896065
"125",2022-02-09,"Ipsos",1163,0.537634408602151,0.510747362090556
"126",2022-01-18,"Savanta",1004,0.5,0.50795951839057
"127",2021-12-22,"Opinium",1328,0.5,0.496486748643789
"128",2021-11-29,"Ipsos",1107,0.547368421052632,0.520481374541037
"129",2021-11-22,"YouGov",1060,0.465116279069767,0.484032212408223
"130",2021-11-12,"Panelbase",1781,0.489130434782609,0.494965066066544
"131",2021-10-28,"Savanta",1005,0.483870967741935,0.491830486132505
"132",2021-10-26,"Panelbase",1001,0.468085106382979,0.473919737666914
"133",2021-09-18,"Others",1000,0.483516483516484,0.48902876164408
"134",2021-09-10,"Panelbase",2003,0.478723404255319,0.484558035539254
"135",2021-09-09,"Savanta",1016,0.483870967741935,0.491830486132505
"136",2021-09-08,"Others",1007,0.478723404255319,0.484235682382915
"137",2021-09-08,"Opinium",1014,0.505747126436782,0.502233875080571
"138",2021-08-05,"Others",1000,0.483516483516484,0.48902876164408
"139",2021-06-24,"Panelbase",1287,0.483870967741935,0.48970559902587
"140",2021-05-14,"Savanta",1003,0.467391304347826,0.475350822738396
"141",2021-05-08,"Others",1000,0.5,0.505512278127596
"142",2021-05-04,"Savanta",1001,0.456521739130435,0.464481257521005
"143",2021-05-04,"YouGov",1144,0.471264367816092,0.490180301154548
"144",2021-05-04,"Survation",1008,0.477777777777778,0.487984339965579
"145",2021-05-03,"Opinium",1015,0.5,0.496486748643789
"146",2021-05-03,"Ipsos",1502,0.5,0.473112953488405
"147",2021-04-30,"Panelbase",1096,0.516129032258065,0.521963663542
"148",2021-04-30,"Others",1023,0.5,0.505512278127596
"149",2021-04-27,"Savanta",1001,0.461538461538462,0.469497979929032
"150",2021-04-26,"Survation",1008,0.471910112359551,0.482116674547352
"151",2021-04-26,"Panelbase",1075,0.494736842105263,0.500571473389198
"152",2021-04-23,"Survation",1006,0.488888888888889,0.49909545107669
"153",2021-04-22,"Survation",1037,0.49438202247191,0.504588584659711
"154",2021-04-20,"Savanta",1001,0.478260869565217,0.486220387955787
"155",2021-04-20,"YouGov",1204,0.464285714285714,0.48320164762417
"156",2021-04-19,"Others",2017,0.49438202247191,0.499894300599506
"157",2021-04-12,"Panelbase",1002,0.51063829787234,0.516472929156275
"158",2021-04-07,"Savanta",1007,0.5,0.50795951839057
"159",2021-04-06,"Opinium",1023,0.510869565217391,0.50735631386118
"160",2021-04-04,"Ipsos",1038,0.521276595744681,0.494389549233086
"161",2021-04-01,"Panelbase",1009,0.505263157894737,0.511097789178672
"162",2021-03-30,"Survation",1021,0.50561797752809,0.515824539715891
"163",2021-03-26,"Find Out Now",1022,0.521739130434783,0.488327375937862
"164",2021-03-19,"Others",1021,0.515789473684211,0.521301751811807
"165",2021-03-18,"Survation",2047,0.488636363636364,0.498842925824165
"166",2021-03-16,"Opinium",1096,0.511363636363636,0.507850385007425
"167",2021-03-10,"Savanta",1009,0.489130434782609,0.497089953173179
"168",2021-03-09,"Others",1502,0.537634408602151,0.543146686729747
"169",2021-03-08,"YouGov",1100,0.488095238095238,0.507011171433694
"170",2021-03-05,"Savanta",1015,0.48314606741573,0.4911055858063
"171",2021-03-05,"Panelbase",1013,0.494623655913978,0.500458287197913
"172",2021-03-04,"Savanta",1004,0.488636363636364,0.496595882026934
"173",2021-03-01,"Others",3946,0.559139784946237,0.564652063073833
"174",2021-02-26,"Survation",1011,0.494252873563218,0.504459435751019
"175",2021-02-22,"Savanta",1008,0.521739130434783,0.529698648825353
"176",2021-02-21,"Ipsos",1031,0.521739130434783,0.494852083923188
"177",2021-02-09,"Savanta",1002,0.48314606741573,0.4911055858063
"178",2021-01-22,"Panelbase",1206,0.526881720430108,0.532716351714043
"179",2021-01-13,"Survation",1020,0.511363636363636,0.521570198551437
"180",2021-01-13,"Savanta",1016,0.522222222222222,0.530181740612792
"181",2020-12-15,"Savanta",1013,0.556818181818182,0.564777700208752
"182",2020-12-07,"Survation",1018,0.511627906976744,0.521834469164545
"183",2020-11-26,"Ipsos",1006,0.554347826086957,0.527460779575362
"184",2020-11-11,"Panelbase",1020,0.56043956043956,0.566274191723495
"185",2020-11-10,"YouGov",1089,0.505882352941176,0.524798286279632
"186",2020-11-03,"Survation",1071,0.540229885057471,0.550436447245272
"187",2020-10-09,"Ipsos",1045,0.571428571428571,0.544541524916976
"188",2020-10-09,"Savanta",1003,0.528089887640449,0.536049406031019
"189",2020-10-05,"Survation",2093,0.538461538461538,0.548668100649339
"190",2020-09-21,"Others",1016,0.56043956043956,0.565951838567156
"191",2020-09-07,"Survation",1018,0.534883720930233,0.545090283118034
"192",2020-08-18,"Panelbase",1011,0.548387096774194,0.554221728058129
"193",2020-08-13,"Savanta",1008,0.538461538461538,0.546421056852108
"194",2020-08-10,"YouGov",1142,0.529411764705882,0.548327698044338
"195",2020-07-03,"Panelbase",1026,0.537634408602151,0.543469039886086
"196",2020-06-19,"Panelbase",1070,0.537634408602151,0.543469039886086
"197",2020-06-05,"Panelbase",1022,0.516129032258065,0.521963663542
"198",2020-05-05,"Panelbase",1086,0.5,0.505834631283935
"199",2020-03-26,"Panelbase",1023,0.494623655913978,0.500458287197913
"200",2020-02-14,"YouGov",2587,0.494505494505495,0.51342142784395
"201",2020-01-31,"Panelbase",1016,0.515789473684211,0.521624104968146
"202",2020-01-27,"YouGov",1039,0.505882352941176,0.524798286279632
"203",2020-01-22,"Survation",1019,0.5,0.510206562187801
"204",2019-12-11,"Survation",1012,0.494623655913978,0.504830218101779
"205",2019-12-06,"Panelbase",1020,0.468085106382979,0.473919737666914
"206",2019-12-06,"YouGov",1008,0.441860465116279,0.460776398454735
"207",2019-11-25,"Ipsos",1046,0.5,0.473112953488405
"208",2019-11-22,"Panelbase",1009,0.489130434782609,0.494965066066544
"209",2019-10-11,"Panelbase",1003,0.494623655913978,0.500458287197913
"210",2019-10-09,"Survation",2032,0.43956043956044,0.449767001748241
"211",2019-09-03,"YouGov",1059,0.494252873563218,0.513168806901674
"212",2019-08-02,"Others",1019,0.51685393258427,0.522366210711866
"213",2019-06-20,"Panelbase",1024,0.48936170212766,0.495196333411595
"214",2019-05-17,"Panelbase",1021,0.478723404255319,0.484558035539254
"215",2019-04-26,"YouGov",1029,0.49438202247191,0.513297955810366
"216",2019-04-24,"Panelbase",1018,0.473118279569892,0.478952910853827
"217",2019-03-21,"Survation",2041,0.384615384615385,0.394821946803186
"218",2018-12-05,"Panelbase",1028,0.46875,0.474584631283935
"219",2018-11-07,"Panelbase",1050,0.452631578947368,0.458466210231303
"220",2018-10-21,"Survation",1017,0.445652173913043,0.455858736100844
"221",2018-10-05,"Survation",1013,0.455555555555556,0.465762117743357
"222",2018-10-04,"Panelbase",1024,0.440860215053763,0.446694846337698
"223",2018-10-02,"Survation",1036,0.467391304347826,0.477597866535627
"224",2018-08-29,"Deltapoll",1022,0.489130434782609,0.490726921598748
"225",2018-07-10,"Survation",1002,0.465909090909091,0.476115653096892
"226",2018-06-13,"Panelbase",1021,0.436170212765957,0.442004844049892
"227",2018-06-05,"YouGov",1075,0.450549450549451,0.469465383887907
"228",2018-06-05,"YouGov",1052,0.465909090909091,0.484825024247547
"229",2018-03-28,"Panelbase",1037,0.436170212765957,0.442004844049892
"230",2018-03-11,"Ipsos",1050,0.479166666666667,0.452279620155072
"231",2018-01-28,"Survation",1029,0.456521739130435,0.466728301318236
"232",2018-01-16,"YouGov",1002,0.425287356321839,0.444203289660295
"233",2017-12-05,"Survation",1006,0.461538461538462,0.471745023726263
"234",2017-11-30,"Survation",1017,0.466666666666667,0.476873228854468
"235",2017-10-05,"YouGov",1135,0.438202247191011,0.457118180529467
"236",2017-09-12,"Survation",1016,0.461538461538462,0.471745023726263
"237",2017-09-07,"Panelbase",1021,0.43010752688172,0.435942158165655
"238",2017-06-13,"Survation",1037,0.423913043478261,0.434119605666062
"239",2017-06-07,"Survation",1001,0.391304347826087,0.401510910013888
"240",2017-06-07,"Panelbase",1106,0.436170212765957,0.442004844049892
"241",2017-06-05,"YouGov",1093,0.431818181818182,0.450734115156638
"242",2017-06-02,"Survation",1024,0.456521739130435,0.466728301318236
"243",2017-05-27,"Ipsos",1016,0.46875,0.441862953488405
"244",2017-05-18,"YouGov",1032,0.443181818181818,0.462097751520274
"245",2017-04-27,"YouGov",1017,0.449438202247191,0.468354135585647
"246",2017-04-21,"Panelbase",1029,0.452631578947368,0.458466210231303
"247",2017-04-21,"Survation",1018,0.472527472527473,0.482734034715274
"248",2017-04-11,"Others",1041,0.488636363636364,0.49414864176396
"249",2017-04-11,"Kantar",1060,0.402173913043478,0.409496334153566
"250",2017-03-17,"Panelbase",1008,0.442105263157895,0.44793989444183
"251",2017-03-14,"YouGov",1028,0.435294117647059,0.454210050985515
"252",2017-03-13,"Survation",1019,0.472527472527473,0.482734034715274
"253",2017-03-06,"Ipsos",1029,0.505376344086022,0.478489297574427
"254",2017-02-27,"Others",1009,0.482352941176471,0.487865219304067
"255",2017-02-13,"Panelbase",1028,0.463157894736842,0.468992526020777
"256",2017-01-31,"Others",1067,0.488636363636364,0.49414864176396
"257",2017-01-26,"Panelbase",1020,0.457446808510638,0.463281439794573
"258",2016-12-16,"Others",1002,0.459770114942529,0.465282393070125
"259",2016-12-16,"YouGov",3166,0.453488372093023,0.472404305431479
"260",2016-11-29,"YouGov",1134,0.436781609195402,0.455697542533858
"261",2016-09-15,"Panelbase",1024,0.468085106382979,0.473919737666914
"262",2016-09-11,"Ipsos",1000,0.473684210526316,0.446797164014721
"263",2016-09-10,"Survation",1073,0.466666666666667,0.476873228854468
"264",2016-09-04,"Kantar",1047,0.465909090909091,0.473231512019179
"265",2016-08-31,"YouGov",1039,0.465116279069767,0.484032212408223
"266",2016-07-25,"YouGov",1005,0.470588235294118,0.489504168632574
"267",2016-06-28,"Survation",1055,0.534090909090909,0.54429747127871
"268",2016-06-26,"Panelbase",626,0.516483516483516,0.522318147767451
"269",2016-06-25,"Survation",1002,0.539325842696629,0.54953240488443
"270",2016-05-04,"YouGov",1445,0.460674157303371,0.479590090641827
"271",2016-04-28,"Panelbase",1074,0.473118279569892,0.478952910853827
"272",2016-04-20,"Survation",1005,0.483516483516484,0.493723045704285
"273",2016-04-15,"Panelbase",1021,0.46875,0.474584631283935
"274",2016-04-11,"YouGov",1012,0.455555555555556,0.474471488894012
"275",2016-03-17,"Survation",1051,0.483516483516484,0.493723045704285
"276",2016-03-09,"YouGov",1070,0.459770114942529,0.478686048280985
"277",2016-02-29,"Survation",1022,0.473118279569892,0.483324841757693
"278",2016-02-16,"Survation",1006,0.466666666666667,0.476873228854468
"279",2016-02-07,"Ipsos",1000,0.521276595744681,0.494389549233086
"280",2016-02-04,"YouGov",1022,0.457446808510638,0.476362741849094
"281",2016-01-14,"Panelbase",1053,0.468085106382979,0.473919737666914
"282",2016-01-12,"Survation",1029,0.489130434782609,0.49933699697041
"283",2015-11-13,"Panelbase",1074,0.489583333333333,0.495417964617268
"284",2015-10-13,"YouGov",1026,0.478723404255319,0.497639337593775
"285",2015-09-10,"Survation",1010,0.494505494505495,0.504712056693296
"286",2015-09-10,"YouGov",1110,0.478723404255319,0.497639337593775
"287",2015-09-10,"Panelbase",1005,0.46875,0.474584631283935
"288",2015-09-01,"Kantar",1023,0.528089887640449,0.535412308750537
"289",2015-08-30,"Ipsos",1002,0.54639175257732,0.519504706065725
"290",2015-07-07,"Survation",1084,0.477777777777778,0.487984339965579
"291",2015-07-03,"Panelbase",1002,0.473684210526316,0.479518841810251
"292",2015-05-21,"YouGov",1108,0.473118279569892,0.492034212908348
"293",2015-05-06,"Survation",1660,0.483516483516484,0.493723045704285
"294",2015-05-01,"YouGov",1162,0.467391304347826,0.486307237686282
"295",2015-04-27,"Survation",1015,0.494623655913978,0.504830218101779
"296",2015-04-23,"Panelbase",1044,0.483870967741935,0.48970559902587
"297",2015-04-09,"YouGov",1056,0.484210526315789,0.503126459654245
"298",2015-03-19,"ICM",1002,0.460674157303371,0.476928073729505
"299",2015-03-17,"Survation",1027,0.511363636363636,0.521570198551437
"300",2015-03-12,"YouGov",1049,0.483870967741935,0.50278690108039
"301",2015-02-17,"Survation",1011,0.477777777777778,0.487984339965579
"302",2015-02-02,"YouGov",1001,0.526881720430108,0.545797653768563
"303",2014-12-11,"Survation",1001,0.5,0.510206562187801
"304",2014-12-11,"YouGov",1081,0.516129032258065,0.53504496559652
"305",2014-11-13,"Survation",1001,0.473118279569892,0.483324841757693
"306",2014-11-05,"Panelbase",982,0.505494505494505,0.51132913677844
"307",2014-10-30,"YouGov",1078,0.521276595744681,0.540192529083137
"308",2014-09-18,"Others",3623344,0.447,0.452512278127596
